"inq_last_6mths","pub_rec","revol_bal","dti","home_ownership"
0,0,5681,34.83,"RENT"
0,0,34252,33.57,"MORTGAGE"
0,0,11973,10.1,"OWN"
0,1,7624,7.04,"MORTGAGE"
0,0,11065,22.75,"RENT"
0,0,20191,16.84,"MORTGAGE"
0,0,18970,34.25,"MORTGAGE"
0,0,11818,5.3,"MORTGAGE"
0,0,8511,9.41,"MORTGAGE"
1,0,4441,21.76,"RENT"
2,0,26287,19.57,"MORTGAGE"
1,0,13839,11.25,"MORTGAGE"
0,0,12658,18.22,"RENT"
1,0,14689,29.86,"MORTGAGE"
1,0,17407,17.36,"MORTGAGE"
0,0,19833,35.8,"MORTGAGE"
0,0,11665,17.73,"RENT"
2,0,6329,12.79,"RENT"
1,0,148253,16.47,"MORTGAGE"
1,0,14456,23.26,"MORTGAGE"
0,0,14058,13.33,"MORTGAGE"
1,0,10609,11.4,"RENT"
0,0,14893,24.82,"RENT"
0,0,13970,25.83,"RENT"
0,0,46873,28.8,"MORTGAGE"
0,1,2617,7.99,"RENT"
1,0,15741,10.68,"MORTGAGE"
0,0,47167,28.81,"MORTGAGE"
1,0,27973,23.05,"RENT"
0,0,10146,29.74,"MORTGAGE"
0,0,5212,15.23,"MORTGAGE"
0,0,28451,14.48,"MORTGAGE"
0,0,10546,14.27,"MORTGAGE"
1,0,16650,39.79,"MORTGAGE"
0,0,12704,20.51,"RENT"
4,0,42367,18.83,"MORTGAGE"
0,0,6489,16.32,"MORTGAGE"
0,0,8201,12.09,"MORTGAGE"
0,0,5316,6.81,"MORTGAGE"
0,2,11003,7.56,"MORTGAGE"
2,0,5672,23.47,"MORTGAGE"
0,0,20399,15.84,"RENT"
1,0,20330,22.01,"MORTGAGE"
1,0,15391,34.41,"MORTGAGE"
1,0,10866,5.61,"MORTGAGE"
0,1,3506,20.55,"RENT"
0,0,5418,5.62,"MORTGAGE"
0,1,6897,19.33,"MORTGAGE"
0,0,9830,32.1,"RENT"
0,0,16921,26.87,"MORTGAGE"
0,0,7618,11.95,"RENT"
1,3,9876,9.82,"OWN"
1,0,24472,24.12,"MORTGAGE"
3,0,6641,13.99,"OWN"
0,0,3093,11.75,"RENT"
0,0,5445,14.82,"RENT"
0,1,6859,6.92,"OWN"
1,0,9770,12.74,"RENT"
0,0,1897,14.33,"MORTGAGE"
0,0,7151,19.2,"RENT"
0,0,57072,7.11,"RENT"
3,0,9677,18.19,"MORTGAGE"
2,0,39789,26.9,"MORTGAGE"
0,0,30811,12.23,"MORTGAGE"
0,0,2609,11.31,"RENT"
0,0,54148,18.97,"MORTGAGE"
5,1,30572,15.56,"RENT"
0,0,48946,26.86,"MORTGAGE"
0,0,26464,15.44,"MORTGAGE"
1,0,25595,24.31,"RENT"
0,0,33770,9.72,"OWN"
0,0,11044,12.63,"MORTGAGE"
0,0,7432,9.49,"RENT"
1,0,7538,13.87,"MORTGAGE"
0,0,6544,20.95,"RENT"
0,0,22364,16.08,"MORTGAGE"
2,1,15818,22.88,"MORTGAGE"
1,0,17603,30.96,"MORTGAGE"
0,0,4485,21.6,"OWN"
0,0,19924,19.29,"RENT"
0,0,17167,12.58,"MORTGAGE"
1,1,6639,6.71,"RENT"
0,0,768,11.2,"MORTGAGE"
0,0,11177,18.25,"RENT"
1,1,1475,4.85,"OWN"
0,0,11200,15.07,"RENT"
0,0,11374,22.08,"RENT"
0,0,5710,19.77,"MORTGAGE"
0,0,23093,10.24,"OWN"
1,0,9024,16.64,"MORTGAGE"
3,0,32811,33.8,"RENT"
2,0,8315,27.45,"RENT"
0,0,17516,6.61,"MORTGAGE"
2,0,5070,3.27,"MORTGAGE"
3,0,2372,19.74,"RENT"
1,0,24166,16.4,"MORTGAGE"
0,0,1084,1.57,"OWN"
0,0,18106,25.7,"RENT"
0,0,13789,20.4,"MORTGAGE"
1,0,1213,12.03,"MORTGAGE"
0,0,62311,18.92,"MORTGAGE"
1,3,26006,11.51,"MORTGAGE"
1,2,11001,14.49,"RENT"
0,1,13742,27.14,"OWN"
0,0,28627,30.58,"RENT"
1,0,32957,19.05,"MORTGAGE"
1,0,8779,19.16,"RENT"
0,0,2087,35.49,"MORTGAGE"
0,1,6256,5.42,"MORTGAGE"
0,0,953,10.17,"RENT"
2,0,5407,31.18,"MORTGAGE"
1,0,27167,22.94,"MORTGAGE"
1,0,7034,14.45,"RENT"
0,0,24072,26.58,"MORTGAGE"
0,1,10697,12.81,"RENT"
0,0,18377,19.2,"RENT"
0,0,8958,26.2,"RENT"
1,0,9236,24.82,"MORTGAGE"
0,0,17546,22.2,"RENT"
0,0,13346,25.05,"OWN"
0,0,32450,32.96,"RENT"
0,0,45094,16.58,"MORTGAGE"
2,0,11358,18.65,"MORTGAGE"
0,2,1324,3.8,"MORTGAGE"
1,0,35103,11.2,"RENT"
0,0,11886,13.78,"MORTGAGE"
2,0,22737,20.76,"MORTGAGE"
1,0,33123,33.63,"MORTGAGE"
0,0,8457,7.02,"MORTGAGE"
0,0,14955,10.87,"OWN"
0,0,195423,17.94,"MORTGAGE"
0,0,1897,19.4,"RENT"
0,1,4700,29.91,"MORTGAGE"
0,0,19414,13.51,"MORTGAGE"
1,1,12669,18.77,"RENT"
1,0,3197,14.42,"MORTGAGE"
3,0,6417,27.65,"RENT"
3,0,5891,10.1,"MORTGAGE"
0,0,12148,7.34,"MORTGAGE"
0,0,11078,22.05,"RENT"
1,0,32841,12.4,"RENT"
1,1,2379,3.42,"RENT"
1,0,731,6.49,"OWN"
3,0,11110,17.11,"RENT"
0,0,13131,21.58,"RENT"
3,0,38689,6.76,"MORTGAGE"
0,0,5845,10.62,"MORTGAGE"
2,0,4200,2.62,"MORTGAGE"
0,0,9074,21.03,"MORTGAGE"
4,0,8679,29.19,"RENT"
0,0,7451,7.11,"RENT"
0,0,2760,22.5,"RENT"
0,0,20459,9.7,"RENT"
0,0,15573,23.15,"RENT"
0,0,13748,13.84,"MORTGAGE"
2,0,1958,7.87,"RENT"
0,0,13792,15.16,"RENT"
0,1,3033,15.02,"MORTGAGE"
1,0,5068,8.78,"RENT"
1,0,32922,13.4,"MORTGAGE"
0,0,5017,22.44,"RENT"
0,0,14266,28.93,"RENT"
0,0,944,0.55,"RENT"
1,0,24163,20.98,"MORTGAGE"
0,0,11947,31.21,"RENT"
1,0,7168,15.35,"RENT"
0,0,5426,10.06,"OWN"
1,0,49377,30.35,"MORTGAGE"
0,0,10014,38.3,"RENT"
0,0,51847,31.52,"MORTGAGE"
1,1,10659,13.5,"MORTGAGE"
0,0,28430,14.68,"MORTGAGE"
1,1,7156,19.66,"RENT"
0,0,5165,18.51,"MORTGAGE"
0,2,8912,14.64,"RENT"
1,1,12424,2.46,"MORTGAGE"
1,0,3143,12.13,"OWN"
0,0,8256,10,"RENT"
3,0,8480,16.74,"MORTGAGE"
1,0,37398,39.04,"MORTGAGE"
1,0,23971,15.3,"OWN"
0,0,4386,14.37,"MORTGAGE"
1,0,27841,29.29,"MORTGAGE"
1,0,30507,24.18,"RENT"
2,0,10388,24.19,"RENT"
0,0,24809,32.6,"MORTGAGE"
1,1,9110,13.6,"MORTGAGE"
1,0,17765,33.02,"RENT"
0,0,12763,17.32,"RENT"
2,0,28978,18.89,"MORTGAGE"
0,0,1517,34.71,"MORTGAGE"
4,0,17788,24.28,"RENT"
0,0,16315,24.53,"MORTGAGE"
2,0,10874,15.41,"MORTGAGE"
0,0,9450,27.89,"RENT"
1,0,4513,18.27,"MORTGAGE"
0,0,0,16.7,"MORTGAGE"
1,0,22488,9,"MORTGAGE"
0,0,41068,27.77,"OWN"
1,0,4818,15.29,"RENT"
3,1,8694,22.22,"MORTGAGE"
0,0,20999,7.31,"RENT"
0,0,30464,31.38,"MORTGAGE"
0,1,33648,33.43,"OWN"
0,0,9998,31.47,"RENT"
0,1,0,38.88,"MORTGAGE"
1,0,13869,10.99,"RENT"
1,0,21414,32.3,"MORTGAGE"
0,0,14420,21.32,"MORTGAGE"
1,0,25083,15.92,"MORTGAGE"
0,0,27139,21.52,"RENT"
2,0,10316,8.72,"MORTGAGE"
0,0,18822,19.79,"MORTGAGE"
1,0,56439,23.34,"MORTGAGE"
3,0,27091,10.41,"RENT"
0,0,5154,3.36,"RENT"
0,0,3985,37.29,"MORTGAGE"
1,0,20706,21.29,"MORTGAGE"
1,0,19104,23.43,"MORTGAGE"
0,0,8215,14.38,"RENT"
0,0,17021,25.89,"RENT"
2,0,17763,31.2,"RENT"
1,0,8519,25.88,"MORTGAGE"
1,0,32600,23.85,"RENT"
0,0,6342,6.38,"RENT"
1,2,3495,35.22,"OWN"
0,0,15660,26.04,"RENT"
1,1,823,6.6,"RENT"
0,0,12804,12.78,"RENT"
0,0,10539,23.64,"RENT"
0,0,10751,10.32,"RENT"
1,1,2539,17.67,"MORTGAGE"
0,1,7937,19.5,"RENT"
1,0,18371,14.28,"MORTGAGE"
1,0,21267,4.81,"MORTGAGE"
0,0,12060,19.5,"OWN"
0,0,6073,28,"RENT"
2,0,11303,18.95,"RENT"
1,1,5688,8.82,"RENT"
0,2,12665,24.87,"MORTGAGE"
0,0,200066,35.28,"MORTGAGE"
0,1,6969,19.31,"MORTGAGE"
2,0,30052,26.72,"RENT"
1,0,9046,32.51,"RENT"
0,1,3559,19.03,"RENT"
0,0,96809,19.92,"MORTGAGE"
2,0,10867,13.26,"MORTGAGE"
2,0,9789,10.34,"OWN"
2,0,2540,14.26,"RENT"
0,0,16841,14.62,"MORTGAGE"
2,0,12394,22.41,"RENT"
1,0,18616,28.8,"MORTGAGE"
0,1,7999,23.27,"MORTGAGE"
0,0,10852,15.43,"MORTGAGE"
0,0,24720,10.41,"MORTGAGE"
0,0,26083,11.7,"MORTGAGE"
0,0,25866,17.21,"MORTGAGE"
2,0,8238,17.23,"MORTGAGE"
0,0,4720,4.01,"MORTGAGE"
0,0,13332,21.04,"MORTGAGE"
1,0,10164,12.82,"MORTGAGE"
1,0,17026,15.38,"RENT"
3,0,58315,32.2,"RENT"
0,0,4445,2.2,"RENT"
0,0,9586,8.23,"MORTGAGE"
0,0,9572,10.32,"RENT"
0,0,7978,18.26,"MORTGAGE"
0,0,6784,28.43,"MORTGAGE"
0,0,29084,33.68,"MORTGAGE"
2,1,8406,32.6,"MORTGAGE"
1,0,10717,18.25,"MORTGAGE"
1,0,23757,15.41,"MORTGAGE"
1,0,28387,23.69,"MORTGAGE"
0,3,10024,16.53,"MORTGAGE"
2,0,13573,4.16,"MORTGAGE"
2,0,26613,24.38,"OWN"
4,1,16707,25.76,"OWN"
5,0,0,0,"RENT"
0,0,4700,16.77,"RENT"
0,0,1720,22.12,"MORTGAGE"
2,0,7560,8.19,"RENT"
1,0,45585,14.18,"MORTGAGE"
0,0,22966,28.27,"RENT"
1,0,4180,27.67,"RENT"
2,0,7295,17.1,"RENT"
4,0,16963,15.09,"MORTGAGE"
1,0,18361,7.12,"MORTGAGE"
0,0,16149,18.91,"RENT"
0,0,14943,22.63,"OWN"
0,0,16605,29.15,"OWN"
0,0,11898,19.08,"OWN"
1,0,11162,23.78,"MORTGAGE"
0,1,18416,13.43,"RENT"
4,0,7872,11.37,"MORTGAGE"
0,0,13508,12.33,"RENT"
0,0,12547,19.96,"MORTGAGE"
1,1,6728,21.41,"MORTGAGE"
2,0,20679,17.18,"RENT"
0,0,25,16.04,"OWN"
3,0,5632,20.41,"MORTGAGE"
0,0,16259,19.67,"MORTGAGE"
2,0,9822,32.75,"MORTGAGE"
0,0,19629,21.14,"MORTGAGE"
3,0,2996,27.24,"RENT"
0,0,8422,23.52,"RENT"
0,0,10079,21.57,"RENT"
0,1,3800,6.12,"MORTGAGE"
1,0,14169,9.33,"RENT"
2,0,15260,15.84,"MORTGAGE"
1,1,13304,33.1,"OWN"
1,0,5761,21.33,"MORTGAGE"
0,0,14137,23.07,"RENT"
1,1,4399,26.39,"MORTGAGE"
0,0,11414,12.98,"RENT"
0,2,12973,16.11,"MORTGAGE"
1,0,6495,3.65,"RENT"
1,2,10937,21.19,"RENT"
0,0,13242,24.73,"OWN"
0,0,5496,22.73,"RENT"
2,0,11157,21.45,"RENT"
0,0,43059,31.15,"RENT"
1,0,6691,26.26,"MORTGAGE"
2,0,25046,16.92,"MORTGAGE"
0,0,1565,5.3,"OWN"
1,0,10425,19.01,"OWN"
0,0,19694,25.38,"MORTGAGE"
3,0,3321,10.9,"RENT"
2,1,5751,23.62,"OWN"
0,0,18121,18.38,"RENT"
0,0,20466,14.24,"OWN"
4,0,9589,20.26,"RENT"
0,0,11012,11.28,"MORTGAGE"
3,0,17328,16.62,"MORTGAGE"
0,0,7140,13.1,"RENT"
0,0,18026,23.28,"MORTGAGE"
1,0,14821,15.2,"MORTGAGE"
0,0,7024,7.38,"RENT"
0,0,6070,10.48,"RENT"
0,0,19275,14.49,"RENT"
0,0,40673,8.89,"MORTGAGE"
0,0,123554,19.74,"MORTGAGE"
0,0,7974,18.97,"MORTGAGE"
0,0,16337,34.12,"RENT"
0,0,20527,14.66,"MORTGAGE"
2,0,8440,9.24,"RENT"
0,0,6880,29.39,"MORTGAGE"
4,0,38238,15.43,"MORTGAGE"
0,0,13469,19.09,"RENT"
3,0,7357,38.21,"MORTGAGE"
1,0,27851,24.37,"MORTGAGE"
0,0,5772,13.54,"RENT"
1,0,13647,7.52,"RENT"
2,0,17961,14.15,"OWN"
1,1,6788,7.12,"MORTGAGE"
1,1,1599,8.02,"RENT"
0,0,13405,12.33,"MORTGAGE"
0,0,1721,18.19,"RENT"
0,0,13607,35.19,"MORTGAGE"
1,1,5399,3.88,"OWN"
1,0,20070,19.37,"MORTGAGE"
0,0,5475,5.06,"RENT"
0,0,24088,14.28,"MORTGAGE"
0,0,41324,8.73,"OWN"
1,0,13629,30.07,"MORTGAGE"
0,0,17423,6.6,"RENT"
1,0,19575,20.27,"MORTGAGE"
0,0,31337,21.64,"RENT"
0,0,12063,11.42,"RENT"
0,0,4876,20.99,"RENT"
1,0,6058,7.29,"MORTGAGE"
2,0,15410,7.43,"RENT"
3,0,9971,25.46,"MORTGAGE"
1,0,960,22.55,"RENT"
0,0,17020,14.04,"MORTGAGE"
1,0,13383,19.04,"MORTGAGE"
1,0,24179,17.38,"RENT"
2,0,201,10.07,"MORTGAGE"
0,0,4933,27.45,"RENT"
0,0,25402,24.91,"RENT"
1,0,12650,19.62,"RENT"
1,0,1868,13.92,"RENT"
1,0,24575,34.02,"MORTGAGE"
2,0,52021,24.92,"MORTGAGE"
0,0,10013,22.9,"RENT"
0,0,3238,7.65,"MORTGAGE"
0,0,3130,26.32,"RENT"
0,0,43101,26.39,"MORTGAGE"
0,0,11068,19.34,"RENT"
4,0,10018,13.14,"MORTGAGE"
1,1,16060,29.97,"OWN"
0,0,47246,32.81,"MORTGAGE"
0,0,14409,17.83,"MORTGAGE"
1,0,15188,18.59,"MORTGAGE"
3,0,29401,17.51,"MORTGAGE"
0,0,25797,17,"OWN"
0,0,24573,12.07,"MORTGAGE"
0,0,8460,6.73,"RENT"
1,0,8010,7.2,"RENT"
0,0,11450,37.99,"RENT"
0,0,31239,30.66,"OWN"
3,1,9595,26.4,"RENT"
3,0,3104,24.69,"RENT"
0,0,3053,18.87,"RENT"
2,1,7826,15.26,"MORTGAGE"
2,0,11755,25.85,"MORTGAGE"
1,0,19955,27.71,"RENT"
0,0,9545,15.05,"MORTGAGE"
0,0,59453,30.59,"MORTGAGE"
0,1,5613,13.51,"MORTGAGE"
0,0,24407,27.13,"MORTGAGE"
0,0,10827,6.98,"RENT"
0,0,27948,29,"RENT"
0,0,18496,11.65,"MORTGAGE"
0,0,6896,9.88,"RENT"
2,1,2773,17.47,"MORTGAGE"
0,0,12807,5.7,"RENT"
1,1,5125,14.03,"OWN"
1,0,22240,16.65,"RENT"
3,0,22323,9.37,"MORTGAGE"
1,1,688,1.98,"RENT"
1,0,0,29.19,"RENT"
0,0,11827,13.33,"MORTGAGE"
0,0,16589,11.32,"MORTGAGE"
0,0,28844,14.29,"RENT"
0,0,9015,25.2,"RENT"
1,1,4573,12.54,"RENT"
0,0,18420,27.54,"MORTGAGE"
1,0,518,13.15,"RENT"
1,0,26081,15.93,"OWN"
1,0,11613,8.19,"OWN"
1,0,35285,14.27,"MORTGAGE"
1,0,14482,22.44,"MORTGAGE"
1,0,20165,31.46,"MORTGAGE"
0,1,9276,13.46,"MORTGAGE"
0,0,46222,16.46,"MORTGAGE"
0,0,4092,10.45,"RENT"
0,0,13027,15.08,"OWN"
0,0,43033,33.34,"MORTGAGE"
1,0,7803,26.49,"RENT"
1,0,20095,11.85,"MORTGAGE"
0,0,19391,18.39,"MORTGAGE"
0,1,2992,8.02,"RENT"
0,0,7351,29.68,"RENT"
1,0,41541,17.04,"RENT"
0,0,1967,20.21,"MORTGAGE"
1,0,12499,38.7,"OWN"
2,0,39913,20.11,"RENT"
1,0,76284,18.82,"MORTGAGE"
0,0,4434,12.22,"OWN"
0,0,17566,7.52,"MORTGAGE"
0,0,7306,32.19,"MORTGAGE"
4,0,29237,13.99,"MORTGAGE"
0,0,17300,33.26,"RENT"
2,1,1241,26.33,"RENT"
2,1,4534,19.5,"RENT"
2,0,4719,15.6,"MORTGAGE"
1,0,19054,13.85,"RENT"
1,0,4579,7.61,"MORTGAGE"
3,0,25196,13.34,"OWN"
0,0,7945,5.72,"RENT"
0,0,8673,6.04,"OWN"
0,0,549,11.9,"MORTGAGE"
0,0,8883,5.15,"MORTGAGE"
1,0,16092,19.4,"RENT"
2,0,31630,19.48,"MORTGAGE"
1,0,40923,20.28,"MORTGAGE"
1,0,23894,21.98,"MORTGAGE"
0,0,24211,12.8,"RENT"
0,1,5528,6.39,"MORTGAGE"
1,0,78915,15.45,"MORTGAGE"
1,0,189476,30.17,"MORTGAGE"
3,1,2741,9.2,"MORTGAGE"
0,0,23599,15.62,"MORTGAGE"
0,0,3373,11.61,"RENT"
0,0,5045,9.31,"MORTGAGE"
1,3,11870,8.7,"MORTGAGE"
0,0,12709,23.74,"MORTGAGE"
3,0,9205,5.96,"MORTGAGE"
0,0,18429,25.77,"MORTGAGE"
0,0,31271,22.53,"MORTGAGE"
0,0,14485,13.13,"RENT"
0,0,17824,12.88,"MORTGAGE"
0,0,21959,16.93,"RENT"
0,0,71068,37.27,"MORTGAGE"
0,0,23448,13.54,"MORTGAGE"
0,0,16863,21.06,"MORTGAGE"
0,0,14938,28.93,"MORTGAGE"
0,1,7302,17.75,"RENT"
0,0,6086,11.98,"MORTGAGE"
2,0,10403,5.93,"RENT"
1,1,3410,12.11,"RENT"
0,0,8009,28.51,"MORTGAGE"
0,0,11550,31.15,"MORTGAGE"
0,0,6411,5.77,"RENT"
0,1,14713,15.43,"MORTGAGE"
0,0,3624,16.53,"RENT"
1,0,5160,8.24,"RENT"
0,0,10591,29.28,"OWN"
1,1,13347,13.88,"MORTGAGE"
1,0,549,10.35,"MORTGAGE"
0,0,24140,6.09,"MORTGAGE"
0,0,4858,12.35,"MORTGAGE"
0,0,38677,17.49,"RENT"
0,0,21195,12.63,"MORTGAGE"
0,0,4958,15.82,"OWN"
0,1,48396,13.49,"MORTGAGE"
1,1,2572,2.42,"MORTGAGE"
0,0,15732,16.51,"MORTGAGE"
2,0,9104,15.3,"OWN"
1,0,7540,23.65,"MORTGAGE"
0,0,14222,29.78,"RENT"
0,0,11848,12.5,"OWN"
2,0,22404,27.25,"MORTGAGE"
0,0,6871,2.97,"MORTGAGE"
1,0,44558,25.81,"MORTGAGE"
1,2,13355,20.93,"MORTGAGE"
0,0,14007,35.06,"MORTGAGE"
0,0,583,0.53,"OWN"
0,0,16355,26.93,"MORTGAGE"
0,0,9446,3.64,"MORTGAGE"
0,0,19782,9.6,"MORTGAGE"
0,0,28033,26.05,"RENT"
0,0,13428,19.68,"OWN"
0,0,22317,12.53,"RENT"
0,0,5626,25.71,"RENT"
1,0,4230,11.95,"RENT"
0,0,704,22.65,"MORTGAGE"
1,0,245795,20.57,"MORTGAGE"
0,0,1360,13.27,"RENT"
1,0,7357,14.95,"MORTGAGE"
0,0,40766,19.77,"MORTGAGE"
0,1,72,10.8,"MORTGAGE"
1,0,33855,28.64,"RENT"
1,1,6435,17.96,"MORTGAGE"
0,0,2681,17.12,"MORTGAGE"
0,0,8860,12.64,"RENT"
0,0,31062,9.59,"MORTGAGE"
0,0,6065,33.71,"RENT"
0,0,755,9.84,"RENT"
0,0,6926,14.55,"RENT"
0,0,30078,27.94,"RENT"
1,0,41791,16.28,"MORTGAGE"
1,1,16739,13.85,"MORTGAGE"
0,1,1814,4.06,"MORTGAGE"
0,0,10384,22.28,"MORTGAGE"
0,0,1248,10.04,"MORTGAGE"
1,0,31861,32.74,"RENT"
0,1,4863,19.23,"OWN"
2,0,14742,14.12,"MORTGAGE"
0,1,17713,10.32,"RENT"
0,0,9501,5.53,"MORTGAGE"
0,0,15335,24.18,"MORTGAGE"
1,0,50644,27.34,"MORTGAGE"
1,0,7877,12.75,"RENT"
1,0,3999,30.33,"MORTGAGE"
0,0,31786,17.23,"RENT"
1,5,21164,29.23,"OWN"
0,0,12663,22.87,"RENT"
2,0,6520,5.15,"OWN"
1,1,7755,37.71,"OWN"
1,0,4059,9.07,"RENT"
1,1,5552,19.66,"RENT"
0,0,30439,21.71,"MORTGAGE"
0,0,14840,28.74,"RENT"
0,0,2412,3.94,"RENT"
1,0,12527,32.03,"OWN"
2,0,9728,9.31,"MORTGAGE"
0,0,658,1.43,"RENT"
2,0,5731,17.42,"MORTGAGE"
1,0,52570,14.76,"MORTGAGE"
2,1,10255,16.21,"MORTGAGE"
0,0,5756,9.07,"RENT"
1,0,18455,15.63,"MORTGAGE"
0,0,10303,18.23,"RENT"
0,0,6171,24.63,"OWN"
0,0,12032,25.7,"RENT"
0,1,12593,2.26,"MORTGAGE"
2,1,215,9.47,"RENT"
0,0,17169,30.07,"OWN"
1,0,11485,34.95,"OWN"
0,0,14550,17.89,"RENT"
0,0,18759,29.91,"MORTGAGE"
0,0,14454,20.23,"RENT"
0,0,30046,18.94,"RENT"
1,0,24870,20.03,"RENT"
0,0,3586,13.97,"RENT"
0,0,15224,13.86,"MORTGAGE"
0,0,275,3.72,"RENT"
1,0,25807,21.22,"MORTGAGE"
2,0,26478,14.37,"MORTGAGE"
0,1,13643,31.32,"RENT"
1,0,63562,21.38,"RENT"
1,0,13367,19.67,"OWN"
2,0,46460,32.43,"MORTGAGE"
0,1,8197,22.64,"MORTGAGE"
0,3,14661,11.96,"MORTGAGE"
3,0,4762,24.43,"OWN"
1,0,25630,15.3,"MORTGAGE"
1,0,17101,15.29,"RENT"
0,0,10475,23.41,"RENT"
0,0,15727,9.89,"MORTGAGE"
2,0,34583,28.93,"MORTGAGE"
0,0,16474,23.84,"OWN"
0,0,14792,3.84,"OWN"
1,0,8729,8.43,"MORTGAGE"
0,1,2654,11.05,"OWN"
1,3,21633,20.33,"MORTGAGE"
2,0,11271,19.1,"OWN"
1,0,1725,13.68,"RENT"
0,1,31100,24.18,"MORTGAGE"
1,0,25940,28.5,"MORTGAGE"
0,0,6763,22.64,"RENT"
1,0,11418,18.03,"OWN"
0,0,8730,9.16,"MORTGAGE"
0,0,32142,22.34,"RENT"
3,0,17062,8.36,"RENT"
0,0,6504,16.44,"MORTGAGE"
1,0,15254,22.82,"MORTGAGE"
0,0,7941,22.69,"MORTGAGE"
0,0,7475,24.38,"MORTGAGE"
1,1,5488,19.13,"RENT"
0,0,4685,27.02,"MORTGAGE"
0,0,18214,4.16,"OWN"
1,1,2906,20.4,"RENT"
0,0,9371,4,"RENT"
2,1,4361,18.87,"OWN"
0,0,21580,25.33,"OWN"
4,0,4816,8.35,"MORTGAGE"
0,0,19117,29.04,"MORTGAGE"
1,0,12828,9.78,"MORTGAGE"
0,1,14615,28.17,"RENT"
0,1,24128,19.92,"MORTGAGE"
2,0,8548,19.59,"MORTGAGE"
1,0,31345,35.3,"MORTGAGE"
1,1,13244,19.23,"MORTGAGE"
0,0,5944,16.43,"MORTGAGE"
0,0,108725,21.11,"MORTGAGE"
0,0,4715,6,"OWN"
2,0,31877,13.82,"MORTGAGE"
0,0,43023,14.93,"MORTGAGE"
0,1,9063,9.43,"RENT"
1,0,14442,27.66,"RENT"
0,0,17708,23.34,"MORTGAGE"
1,0,9696,17.67,"RENT"
0,0,4449,35.38,"MORTGAGE"
0,0,33759,36.01,"MORTGAGE"
1,0,32537,16.19,"MORTGAGE"
0,0,14117,8.9,"MORTGAGE"
0,1,5989,15.7,"RENT"
1,0,6935,10.96,"RENT"
0,2,5797,7.08,"RENT"
1,0,11286,12.58,"RENT"
1,0,18232,18.79,"RENT"
1,0,3894,24.97,"MORTGAGE"
0,1,36384,31.55,"RENT"
1,0,3797,7.96,"RENT"
0,0,16769,10.58,"RENT"
0,0,15081,25.93,"MORTGAGE"
0,0,337,11.49,"MORTGAGE"
1,0,42160,15.75,"MORTGAGE"
1,0,27995,32.36,"MORTGAGE"
0,0,24825,31.69,"OWN"
0,0,9918,13.9,"MORTGAGE"
0,0,47772,25.17,"MORTGAGE"
0,0,16244,23.84,"MORTGAGE"
3,0,2148,18.82,"MORTGAGE"
4,0,11591,32.75,"RENT"
0,1,5707,22.69,"MORTGAGE"
1,0,1633,19.47,"RENT"
0,0,4450,13.17,"MORTGAGE"
1,0,21170,4.51,"RENT"
3,0,9742,17.1,"RENT"
1,0,10036,17.3,"RENT"
1,0,1091,10.12,"RENT"
0,0,6172,15.05,"OWN"
0,0,12284,13.45,"MORTGAGE"
0,0,51576,15.18,"MORTGAGE"
0,0,39650,12.61,"OWN"
0,0,36903,24.55,"RENT"
0,0,7523,11.84,"MORTGAGE"
0,0,18324,12.81,"RENT"
1,0,6520,38.73,"RENT"
0,0,9485,5.89,"RENT"
0,0,9492,14.3,"OWN"
0,0,3830,10.6,"MORTGAGE"
0,1,1105,16.37,"MORTGAGE"
0,0,16432,31.87,"RENT"
0,0,4398,6.39,"MORTGAGE"
2,0,10257,12.91,"RENT"
0,0,4297,34.1,"RENT"
0,0,30172,14.93,"MORTGAGE"
2,0,52166,21.34,"MORTGAGE"
0,0,9376,8.89,"MORTGAGE"
1,0,38943,27.64,"MORTGAGE"
0,0,15749,33.5,"OWN"
2,0,13290,10.34,"OWN"
0,0,7689,9.56,"RENT"
2,1,6004,17.11,"MORTGAGE"
0,0,14797,23.52,"RENT"
2,0,14681,14.09,"RENT"
1,0,24273,33.26,"MORTGAGE"
0,0,26201,10.94,"MORTGAGE"
0,0,6938,13.95,"RENT"
1,0,4928,11.6,"RENT"
0,0,5271,5.02,"RENT"
1,1,26329,22.42,"MORTGAGE"
0,0,127,0.08,"MORTGAGE"
0,1,1467,18.24,"RENT"
0,0,6297,6.88,"RENT"
2,0,21029,21.4,"MORTGAGE"
2,0,4909,8.02,"RENT"
0,0,6141,13.51,"RENT"
0,0,20005,28.34,"MORTGAGE"
1,2,15888,9.91,"MORTGAGE"
0,0,3975,23.3,"RENT"
0,0,2921,23.51,"RENT"
5,0,1651,10.31,"RENT"
0,1,16170,17.59,"MORTGAGE"
0,0,27895,14.08,"MORTGAGE"
0,0,5002,9.12,"RENT"
1,0,13549,19.48,"RENT"
0,0,36108,16.89,"MORTGAGE"
0,0,9418,18.14,"RENT"
0,0,17060,17.81,"MORTGAGE"
0,0,18089,5.57,"MORTGAGE"
1,0,16230,28.6,"OWN"
2,0,2440,4.59,"MORTGAGE"
1,1,4106,27.86,"RENT"
0,0,57780,25.45,"MORTGAGE"
1,1,10924,22.47,"RENT"
0,0,16237,24.12,"RENT"
2,0,9496,18.46,"RENT"
0,0,6244,7.03,"OWN"
0,0,16790,18.33,"RENT"
2,0,4831,9.09,"RENT"
0,0,7960,6.74,"RENT"
0,0,4988,13.62,"MORTGAGE"
