"inq_last_6mths","pub_rec","revol_bal","dti","home_ownership"
2,0,20330,28.62,"MORTGAGE"
0,0,22732,23.65,"RENT"
2,0,7159,34.79,"MORTGAGE"
NA,2,5295,6.19,""
1,0,9670,NA,""
0,0,10178,NA,""
0,0,6233,5.83,"RENT"
0,0,45566,37.66,NA
NA,0,11127,NA,"MORTGAGE"
NA,0,8522,9.1,"MORTGAGE"
0,0,0,13.89,"MORTGAGE"
2,1,56896,10.71,"n/a"
0,0,2463,1.73,"RENT"
0,0,26913,NA,"RENT"
1,0,10637,NA,"MORTGAGE"
0,0,11586,23.18,"MORTGAGE"
0,1,4287,17.19,"n/a"
1,0,7850,NA,"RENT"
0,0,32723,22.35," "
0,0,289142,28.28,"MORTGAGE"
1,NA,13358,19.22,"RENT"
3,0,31325,NA,"RENT"
0,NA,12447,22.08,"MORTGAGE"
0,NA,NA,32.04,"n/a"
NA,0,NA,NA,"RENT"
0,0,3916,1.65,"MORTGAGE"
0,0,NA,14.77," "
1,0,26356,19.25,"MORTGAGE"
0,0,2168,9.6,"MORTGAGE"
NA,0,60760,NA,"n/a"
0,0,10290,8.27,"MORTGAGE"
NA,0,6597,14.63,"MORTGAGE"
1,0,3795,11.6,"RENT"
NA,0,NA,NA,NA
NA,0,9927,NA,"RENT"
1,0,13375,NA,"RENT"
1,0,14897,25.44," "
0,1,NA,11.68,"RENT"
1,0,NA,23.7,"MORTGAGE"
1,1,17908,20.93,"MORTGAGE"
NA,0,15028,7.92,"RENT"
0,0,11861,NA,"MORTGAGE"
0,0,14526,NA,"RENT"
1,0,119,14.07,"RENT"
2,0,NA,27.87,"n/a"
0,0,34473,13.46," "
1,2,NA,NA,"RENT"
2,3,7153,26.17,"n/a"
1,0,33105,17.75,NA
0,NA,18388,NA,"RENT"
NA,0,4635,27.7," "
0,0,NA,19.88,"MORTGAGE"
NA,0,9045,NA,"RENT"
0,0,36844,10.24,"MORTGAGE"
0,1,1116,NA,NA
1,0,52420,NA,"MORTGAGE"
0,0,4996,6.72,"RENT"
NA,0,NA,NA," "
NA,1,6163,30.21,"MORTGAGE"
0,2,5014,20.35,"MORTGAGE"
0,0,7919,8.2,"RENT"
1,1,NA,39.76,"n/a"
2,0,31700,28.15,"RENT"
1,0,14919,23.76,"MORTGAGE"
0,0,NA,26.48,"OWN"
0,NA,423,11.15,"RENT"
0,0,13343,NA,""
NA,0,4333,3.7,"RENT"
NA,0,NA,11.26,"MORTGAGE"
1,0,8502,14.08," "
1,1,4766,7.97,""
NA,0,11378,16.1,"MORTGAGE"
1,0,36590,30.64," "
1,1,6186,26.15,"MORTGAGE"
NA,1,NA,39.11,"RENT"
0,0,NA,NA,"RENT"
0,0,NA,13.8,"RENT"
NA,1,6931,8.21,"MORTGAGE"
0,0,NA,10.08,"MORTGAGE"
1,0,10770,NA,NA
3,0,4528,19.07," "
0,0,NA,27.75,""
0,NA,22698,NA,NA
0,0,28347,33.66,"MORTGAGE"
2,0,NA,12.78,"MORTGAGE"
0,NA,16515,10.98,"MORTGAGE"
2,0,NA,18.09,"RENT"
2,0,46081,16.27,"MORTGAGE"
0,NA,NA,5.24,"RENT"
NA,0,12331,12.32,"MORTGAGE"
1,0,27223,18.03,"MORTGAGE"
0,0,9807,31.66,""
NA,0,NA,29.96,"MORTGAGE"
0,0,20344,21.87,"RENT"
0,0,6084,36.73,"RENT"
2,0,23328,18.69,"RENT"
0,0,NA,15.18,"MORTGAGE"
2,0,NA,NA,"RENT"
NA,0,21340,22.87,"MORTGAGE"
0,NA,2623,21.05,"MORTGAGE"
0,1,NA,20.46,NA
0,0,NA,NA,"RENT"
0,NA,18341,NA,""
3,0,23398,19.15,"RENT"
0,NA,18710,15.02,"RENT"
0,1,7032,15.67,"RENT"
3,0,33582,23.13,"MORTGAGE"
NA,NA,NA,6.85,"n/a"
2,1,NA,25.21,"RENT"
1,1,2969,9.96,"RENT"
1,NA,6404,3.55,"n/a"
1,1,4148,NA,"RENT"
0,0,13591,17.62,"MORTGAGE"
1,0,14023,23.97,"MORTGAGE"
0,0,31096,NA,"MORTGAGE"
1,0,10810,7.14,"OWN"
NA,0,8940,23.66,"RENT"
1,NA,4849,NA,"RENT"
NA,1,7759,20.32,"MORTGAGE"
0,0,14216,30.92,"MORTGAGE"
0,0,NA,NA,"MORTGAGE"
1,NA,20281,NA,NA
4,0,0,14.18,"RENT"
0,0,6717,16.43,"OWN"
1,0,6927,5.52,"MORTGAGE"
3,0,NA,11.43,NA
0,6,20599,12.07,"n/a"
0,0,21869,NA,"MORTGAGE"
0,0,28305,21.27,"MORTGAGE"
2,NA,1489,25.56,"OWN"
0,0,12496,NA,"n/a"
NA,0,14488,10.8,"n/a"
0,0,12876,23.52,"MORTGAGE"
1,0,16256,11.73,"RENT"
1,0,NA,5.55,""
0,0,29181,27.34,"RENT"
2,0,NA,20.63,""
NA,1,NA,22.19," "
NA,0,NA,25.46,"MORTGAGE"
NA,0,2597,NA,"RENT"
0,0,9417,31.42," "
NA,1,NA,22.16,""
1,0,25411,NA,""
2,NA,NA,NA,"RENT"
NA,0,NA,27.61," "
0,NA,NA,32.65,NA
0,0,7280,NA," "
3,0,9832,15.86," "
0,0,13939,6.2,"OWN"
2,0,116991,NA,NA
0,0,NA,21.25,""
1,1,NA,3.07,"RENT"
1,0,NA,15.07,"MORTGAGE"
NA,0,16365,NA,"OWN"
0,0,50771,11.44,"n/a"
NA,2,2932,NA,"RENT"
NA,0,10543,14.5," "
0,1,30909,29.01," "
0,0,3874,5.52,"RENT"
0,0,13958,32.71,"n/a"
2,0,19111,12,"MORTGAGE"
0,0,15279,4.41,"OWN"
1,NA,4340,14.3,"MORTGAGE"
3,0,19223,10.87,"n/a"
0,0,NA,19.32,"RENT"
NA,1,8307,20.71,"RENT"
NA,0,11732,NA,"n/a"
4,0,5139,20.63,"MORTGAGE"
NA,3,5842,21.78,""
0,NA,3084,15.72,"RENT"
2,0,NA,NA,"n/a"
0,1,8191,34.55,"MORTGAGE"
1,0,5361,12.68,"MORTGAGE"
1,0,NA,14.19,"RENT"
0,0,6374,NA," "
0,0,8743,10.73,"MORTGAGE"
1,NA,23370,10.09,"MORTGAGE"
1,0,31933,NA," "
1,0,24075,22.98,"RENT"
0,0,29434,18," "
0,0,10004,20.92,"n/a"
0,0,NA,11,""
NA,NA,NA,9.76,"RENT"
NA,NA,17311,NA,"OWN"
1,0,7118,6.07,"RENT"
NA,0,22272,16.2,"RENT"
0,0,NA,9.32,"OWN"
1,0,16417,6.1," "
1,0,5736,11.19," "
NA,1,NA,10.39,"MORTGAGE"
0,0,NA,16.07,"MORTGAGE"
NA,0,NA,18.04,"RENT"
NA,0,4732,NA,"MORTGAGE"
0,1,12436,NA,"MORTGAGE"
0,1,6260,29.3,"MORTGAGE"
0,1,4019,4.91,"MORTGAGE"
0,NA,23173,6.19,""
NA,0,2337,18.78,""
0,0,NA,NA,"RENT"
NA,0,48710,20.78,"MORTGAGE"
2,0,606,NA,"n/a"
0,0,1241,1.05,"MORTGAGE"
NA,0,NA,11.2,"RENT"
1,0,18038,NA,"RENT"
0,0,17025,NA," "
0,0,NA,NA," "
0,0,35803,20.7," "
0,1,999,25.86,"RENT"
1,0,14041,NA,"MORTGAGE"
0,NA,10147,12.8,"MORTGAGE"
2,0,6416,7.82,"MORTGAGE"
1,0,20337,NA,""
0,1,23538,38.86,"n/a"
2,0,11833,14.84,"RENT"
2,0,19539,NA,"MORTGAGE"
1,0,NA,30.72,NA
0,0,20081,33.18,"n/a"
0,NA,31552,18.05,"MORTGAGE"
1,1,7676,24.85,"RENT"
NA,0,11914,14.08,""
0,0,NA,29.33,"MORTGAGE"
NA,0,12716,8.46,"RENT"
0,0,NA,NA,"RENT"
NA,0,23919,14.23,"MORTGAGE"
0,0,3443,NA,"RENT"
0,0,13601,7.51," "
0,0,NA,NA,"RENT"
0,0,3616,29.37,"MORTGAGE"
2,4,69722,NA," "
3,NA,6357,17.04," "
1,NA,6931,21.85,"MORTGAGE"
1,1,3430,25.13," "
0,1,4439,NA,"RENT"
1,1,4325,22.46,"RENT"
0,0,NA,23.85,"RENT"
NA,0,NA,NA,"n/a"
0,0,NA,13.28," "
NA,0,14368,NA,"RENT"
NA,0,12912,29.6,"MORTGAGE"
0,NA,NA,10.98,"n/a"
0,0,16372,17.73,"RENT"
0,NA,31000,11.64," "
1,0,26187,NA," "
0,1,NA,12.31," "
NA,0,21274,NA,"RENT"
0,0,63464,21.39,"n/a"
2,NA,3715,NA," "
0,0,NA,18.14,"RENT"
1,1,NA,6.77,"MORTGAGE"
NA,0,24155,12.52,"MORTGAGE"
0,0,6417,11.72,"MORTGAGE"
1,1,NA,NA,"MORTGAGE"
1,0,NA,14.25,"n/a"
0,0,NA,NA,"n/a"
1,0,9144,17.67,"RENT"
0,0,NA,NA,"MORTGAGE"
1,0,NA,23.69,"RENT"
1,0,NA,28.07,"MORTGAGE"
1,1,7796,23.22,"RENT"
NA,0,NA,NA," "
NA,1,10021,NA,"OWN"
0,0,14316,NA,"n/a"
4,0,NA,26.03,"MORTGAGE"
1,0,NA,NA,"RENT"
1,1,5198,13.44,"MORTGAGE"
NA,NA,11329,23.2," "
0,0,3559,18.83,""
1,NA,4799,NA,"n/a"
0,NA,11537,11.54," "
0,0,24663,16.09,"n/a"
0,0,39160,NA," "
0,0,9679,NA,"n/a"
1,0,19103,NA," "
NA,0,11536,21.6,"RENT"
NA,0,37684,15.31,"RENT"
2,0,8783,NA,"MORTGAGE"
3,NA,11293,23.76,"RENT"
0,0,12766,NA,"n/a"
NA,0,5057,NA,"RENT"
0,0,26300,NA,"RENT"
0,0,5835,5.67,"MORTGAGE"
1,0,NA,NA," "
0,0,6643,NA,"n/a"
1,0,NA,17.6,"MORTGAGE"
0,0,42491,13.69," "
2,0,NA,7.93,"MORTGAGE"
0,0,4729,3.9,"RENT"
NA,0,1001,14.19,"RENT"
2,0,5417,14.38,"MORTGAGE"
1,0,29682,21.42,"MORTGAGE"
0,1,NA,24.16," "
2,0,NA,NA,"RENT"
0,0,NA,21.96,"MORTGAGE"
2,0,NA,21.36,"RENT"
NA,0,NA,31.87,"n/a"
0,0,14026,27.59,"RENT"
0,0,1412,13.06,"OWN"
0,1,3029,17.67," "
1,0,14081,18.39," "
0,0,4195,25.34,"MORTGAGE"
0,0,12122,8.68,"MORTGAGE"
0,0,18028,34.15,"n/a"
NA,0,17755,18.02,"MORTGAGE"
1,1,9043,11.11,"n/a"
1,NA,3556,NA,"RENT"
NA,0,6473,5.31," "
NA,1,NA,6.97,"MORTGAGE"
NA,0,3099,7.1,"MORTGAGE"
0,0,73052,9.22,"MORTGAGE"
0,0,4470,NA,"OWN"
0,0,NA,33.3,"MORTGAGE"
0,0,NA,16.9,"RENT"
1,0,NA,NA,"RENT"
1,0,9442,28.12,"RENT"
0,NA,41958,23.8,"MORTGAGE"
0,0,14126,NA,"RENT"
1,0,NA,32.24,"n/a"
0,0,11286,NA,NA
0,0,NA,34.39,"RENT"
0,1,NA,NA,NA
2,0,12346,NA,"MORTGAGE"
1,0,575,12,"n/a"
1,0,9437,22.32,"MORTGAGE"
0,0,18336,NA," "
3,0,34630,14.33,"MORTGAGE"
0,1,7741,13.62,"OWN"
0,0,71,NA,"MORTGAGE"
0,0,6790,NA,NA
2,1,7424,3.21,"RENT"
1,0,NA,22.1,"RENT"
0,0,13345,9.46,NA
NA,0,16703,NA," "
1,1,NA,17.93,"n/a"
1,1,6998,20.96,"MORTGAGE"
0,0,40773,NA," "
2,NA,12059,NA,"MORTGAGE"
0,0,NA,16.59," "
NA,NA,6407,17.54,"n/a"
1,0,10786,NA,"MORTGAGE"
1,0,22649,33.95," "
0,0,272,NA,"OWN"
2,0,38304,19.68,"MORTGAGE"
3,2,1126,15.04,"MORTGAGE"
1,0,19348,18.8,"MORTGAGE"
0,0,4260,NA," "
NA,0,4156,NA,"RENT"
NA,0,17407,NA,"MORTGAGE"
2,NA,3175,NA,"MORTGAGE"
0,0,9844,10.1,""
NA,0,8462,21.84,"RENT"
1,0,NA,29.26,"MORTGAGE"
2,0,NA,21.33,"RENT"
0,1,12679,NA," "
0,NA,32957,10.53,"MORTGAGE"
1,0,28182,29.22,"n/a"
1,0,NA,13.9,"RENT"
0,0,34934,NA,"MORTGAGE"
1,0,6123,11.77,"MORTGAGE"
2,0,9031,NA,"RENT"
0,0,1164,16.46,"n/a"
1,0,19078,33.85,"RENT"
1,0,287002,15.46,"n/a"
0,0,8591,19.62," "
NA,NA,1086,12.28,"n/a"
NA,0,NA,16.05,NA
0,0,24093,8.64,"MORTGAGE"
0,0,19366,23.57," "
0,0,4953,16.06,"RENT"
0,0,20522,21.69,"RENT"
NA,1,NA,5.08,"n/a"
0,0,NA,11.53,"RENT"
NA,1,10957,NA,"n/a"
0,0,14821,NA,"MORTGAGE"
0,0,16553,7.91,"MORTGAGE"
NA,0,37521,19.72,"n/a"
2,0,20562,12.09," "
NA,NA,3568,4.19,"RENT"
2,0,21525,11.21,"MORTGAGE"
1,0,NA,NA,"OWN"
0,1,10302,NA,"OWN"
0,0,38084,16.75,"RENT"
NA,0,NA,NA,"n/a"
1,0,15214,4.68,"OWN"
0,0,30987,NA,""
NA,0,8360,4.48,""
NA,0,9892,13.71," "
0,NA,3443,8.38,"n/a"
1,0,14958,NA,"RENT"
0,0,NA,17.17,"RENT"
2,0,11774,14.76," "
NA,0,9949,NA,"RENT"
3,0,3084,13.31,"RENT"
2,1,4444,NA,"MORTGAGE"
2,0,NA,10.19,"MORTGAGE"
0,NA,31710,NA,"OWN"
0,1,NA,22.52,"MORTGAGE"
1,0,3900,NA,"MORTGAGE"
NA,0,20145,26.2,"RENT"
0,0,13941,33.87,""
NA,0,27378,36.93," "
1,0,7709,3.5,""
1,0,14888,29.97,"MORTGAGE"
0,1,5525,NA,"n/a"
NA,0,16978,NA,"MORTGAGE"
2,1,NA,22.24,NA
NA,0,NA,NA,"n/a"
0,0,NA,11.1,"MORTGAGE"
0,0,15140,NA,"RENT"
0,0,3912,7.12,NA
1,NA,NA,32.34,NA
2,0,10505,21.75,"RENT"
NA,0,26799,19.01,"MORTGAGE"
0,0,377,13.66," "
0,0,18367,NA,"MORTGAGE"
1,0,NA,17.14,"MORTGAGE"
1,0,5641,9.76,"RENT"
NA,0,7111,9.42,"RENT"
0,0,NA,19.61,"OWN"
0,NA,10592,8.56,NA
1,0,8476,NA," "
0,NA,12223,12.6,"MORTGAGE"
1,0,14542,15.14,"MORTGAGE"
0,0,7538,25.24,"MORTGAGE"
0,0,11890,18.6,"MORTGAGE"
0,0,20490,21.04,"n/a"
1,0,17083,NA," "
0,0,NA,25.57,"MORTGAGE"
2,0,14202,23.53," "
0,0,NA,30.11,"MORTGAGE"
5,0,6283,17.11,"MORTGAGE"
NA,0,5498,18.97,"n/a"
NA,1,4544,NA,"RENT"
2,NA,21058,32.48,"n/a"
2,0,NA,29.78,""
3,0,13496,18.36,"MORTGAGE"
0,0,NA,22.3,"RENT"
NA,1,5856,10.79,"MORTGAGE"
1,0,14401,25.66,NA
1,0,41905,NA,"MORTGAGE"
0,0,NA,14.11," "
1,1,9259,6.32,"MORTGAGE"
0,0,29005,14.64,"MORTGAGE"
0,NA,4451,17.35,"MORTGAGE"
1,0,1542,NA,"RENT"
1,0,11202,18.3,"MORTGAGE"
2,0,14663,24.42,"n/a"
0,0,16571,23.15,NA
NA,0,28448,8.52,"MORTGAGE"
1,0,41769,13.59,"RENT"
0,0,3373,NA,"MORTGAGE"
0,0,13147,NA,"MORTGAGE"
1,0,15352,NA,"MORTGAGE"
0,0,7048,17.29,NA
0,0,3046,14.88,"MORTGAGE"
0,1,NA,NA,"RENT"
1,0,13987,9.13,"MORTGAGE"
1,1,4085,5.1," "
0,0,NA,10.29,"RENT"
NA,3,11589,NA,"RENT"
2,0,2335,7.02," "
0,0,NA,NA,"n/a"
NA,0,58999,19.36,"MORTGAGE"
0,0,NA,7.77,"OWN"
0,NA,7104,NA,"OWN"
2,0,NA,20.31," "
1,0,5337,17.58," "
0,0,14215,NA,"n/a"
0,0,7525,4.04,"n/a"
1,0,3803,22.9,"RENT"
0,0,5281,18.08,"RENT"
0,0,17069,11.79,"n/a"
0,0,4192,NA,"n/a"
3,0,12295,20.1,"MORTGAGE"
0,NA,12595,15.07,NA
NA,0,5757,6.96,"RENT"
0,NA,2825,6.44,"RENT"
0,0,26420,16.91," "
NA,1,3717,21.39,"RENT"
1,0,19554,23.1,"n/a"
0,NA,3696,20.32," "
1,0,NA,15.76,"OWN"
NA,0,31214,3.34,""
3,0,NA,10.14,"RENT"
1,0,6644,9.15,"MORTGAGE"
0,0,NA,NA," "
0,0,NA,21.4,"RENT"
0,0,33625,13.79,"MORTGAGE"
0,0,19141,19.72," "
2,0,887,30.98,"RENT"
2,0,4728,15.07," "
1,0,20343,14.01,"n/a"
1,1,NA,6.79,"MORTGAGE"
NA,0,NA,NA,NA
1,0,15596,5.21,"MORTGAGE"
0,1,NA,NA,"MORTGAGE"
0,1,16505,NA,"n/a"
NA,0,NA,31.81,"RENT"
0,NA,NA,9.72,"OWN"
0,0,NA,NA," "
0,0,32451,34.79,"MORTGAGE"
0,0,6622,NA,"OWN"
1,0,19868,20.14,"MORTGAGE"
2,0,2109,2.61,NA
0,NA,39643,19.27,"OWN"
0,0,19450,23.28,"RENT"
0,0,11156,23.19," "
0,0,10506,22.62," "
0,NA,11819,11.01,NA
NA,0,10597,NA,NA
0,0,15165,NA,"OWN"
1,0,71960,26.07,"MORTGAGE"
NA,0,12370,NA,"MORTGAGE"
NA,0,8371,18.11,"RENT"
0,0,12139,NA,"n/a"
1,0,NA,11.98,"MORTGAGE"
3,NA,2298,NA,"RENT"
2,0,16953,21.3,NA
0,0,4972,NA,"n/a"
0,0,2250,15.41,"OWN"
3,1,4304,11.95,"MORTGAGE"
2,0,27313,NA,"MORTGAGE"
0,0,NA,15.84,"MORTGAGE"
0,0,8361,20.95,"MORTGAGE"
NA,0,NA,12.54,NA
2,0,12455,NA," "
0,1,NA,24.98,"n/a"
2,0,3823,NA,"MORTGAGE"
1,0,6659,28.56,""
0,0,NA,13.67,"MORTGAGE"
0,0,8289,20.51," "
0,0,31044,35.46," "
NA,0,3830,21.92,"OWN"
3,1,15943,9.03,"MORTGAGE"
NA,0,19108,36.99,"n/a"
NA,0,NA,24.47,"MORTGAGE"
NA,0,47020,22.28,""
2,0,7150,NA,"RENT"
NA,0,NA,19.62,"n/a"
0,1,NA,NA,"MORTGAGE"
0,0,25944,28.3,"RENT"
0,0,NA,18.34,"MORTGAGE"
0,0,NA,10.26,"RENT"
0,0,4021,9.2,"MORTGAGE"
NA,0,2526,NA,"RENT"
0,0,8569,4.68,"MORTGAGE"
NA,3,1002,14.38,"n/a"
1,0,NA,12.02," "
NA,1,5362,NA,"MORTGAGE"
0,0,NA,13.35,"MORTGAGE"
0,NA,NA,NA," "
2,0,6183,6.03," "
1,1,6244,NA,"MORTGAGE"
NA,0,45972,16.79,"OWN"
0,0,13106,9.05," "
1,2,4197,16.4,"RENT"
NA,0,4323,13.11,"OWN"
0,0,575,0.56," "
2,0,9959,4.93,"MORTGAGE"
NA,0,NA,11.77,"MORTGAGE"
1,1,2449,36.24,"RENT"
3,0,37005,17.04,"RENT"
1,0,2279,23.06,"RENT"
0,0,14292,28.81,"MORTGAGE"
2,0,27695,25.1,"MORTGAGE"
1,1,8177,15.92,"RENT"
NA,0,31775,23.09,NA
1,NA,15808,29.81,"n/a"
NA,0,NA,8.83,"MORTGAGE"
0,NA,41095,28.4,"MORTGAGE"
0,0,NA,15.38,"RENT"
3,1,7353,26.79,"n/a"
1,1,8008,NA,"MORTGAGE"
NA,NA,11203,29.08,"n/a"
0,NA,29082,13.44,NA
0,NA,11672,28.8,"MORTGAGE"
NA,0,36048,3.41,""
0,0,10275,NA,"n/a"
0,0,13046,8.46,"MORTGAGE"
0,NA,NA,14.95,"RENT"
NA,0,NA,15.73,"RENT"
NA,0,8368,NA,"MORTGAGE"
5,0,NA,18.61,"n/a"
0,0,NA,36.78,"MORTGAGE"
0,NA,NA,34.52,""
4,0,NA,27.87,NA
NA,0,NA,28.74,"RENT"
0,2,25570,NA,"MORTGAGE"
NA,NA,NA,20.48," "
0,1,3944,NA,"RENT"
0,0,NA,18.32,"RENT"
0,NA,NA,18.24,"MORTGAGE"
1,0,6564,9.53,"RENT"
0,1,7521,20.64,"RENT"
NA,0,5938,23.12,""
0,0,39568,27.52,NA
2,NA,5655,32.59," "
0,0,11604,10.53,"MORTGAGE"
NA,0,NA,18.1,"RENT"
1,0,3647,NA,"n/a"
0,0,NA,NA,"RENT"
0,0,NA,0,"OWN"
2,1,3393,15.41,""
1,0,8554,30.19,"RENT"
1,1,4633,NA,"OWN"
NA,NA,5374,19.57,"RENT"
NA,0,NA,14.11,NA
1,0,7318,19.05,"MORTGAGE"
NA,0,8485,22.02,"RENT"
1,0,NA,19.71," "
0,0,4104,NA,"RENT"
0,0,7138,32.54,"MORTGAGE"
1,0,NA,11.55,"MORTGAGE"
0,0,4589,28.77,"RENT"
1,0,34401,NA,"MORTGAGE"
NA,0,11939,17.94,"RENT"
1,0,NA,5.41," "
1,1,NA,NA,"MORTGAGE"
0,0,46475,31.7,"MORTGAGE"
1,1,NA,NA,""
1,0,5724,11.7,"RENT"
1,1,4800,19.45,"OWN"
NA,0,35429,29.18,"RENT"
1,0,NA,NA,NA
2,0,4818,5.18,"n/a"
4,NA,28335,32.43,"MORTGAGE"
2,0,5034,NA,"MORTGAGE"
0,0,13772,15.86,"n/a"
0,0,16569,16.42," "
0,0,6457,NA,"RENT"
NA,0,11133,17.98,"MORTGAGE"
NA,0,NA,14.67,"n/a"
0,1,10130,22.38," "
0,0,7806,13.57,"n/a"
0,0,8464,15.83," "
NA,0,1348,25.47,"MORTGAGE"
2,1,2039,13.84,"MORTGAGE"
0,0,6815,NA," "
0,0,81030,23.64,NA
NA,0,NA,14.06,"RENT"
1,0,14999,29.62,""
0,0,43854,13.75,"n/a"
0,0,21834,39.46,"n/a"
NA,0,4782,18.27,""
0,0,9352,21.24," "
0,0,7256,11.25," "
2,1,NA,22.7," "
0,0,27925,12.08,"n/a"
0,2,8215,7.4,NA
0,0,NA,5.66,"n/a"
NA,0,44238,24.65,"OWN"
0,0,12878,37.16,"MORTGAGE"
0,0,NA,NA,"MORTGAGE"
0,0,NA,1.14,"RENT"
1,0,9838,13.26,"n/a"
0,NA,16180,19.4,"RENT"
2,1,10990,8.2," "
2,0,16014,18.36,"MORTGAGE"
0,0,20107,NA,"n/a"
1,0,15543,NA,"RENT"
0,0,9844,NA,"MORTGAGE"
NA,0,1341,16.42,"MORTGAGE"
1,NA,17815,18.89,"MORTGAGE"
0,0,NA,31.53," "
1,0,21240,29.06,NA
0,0,NA,NA,"RENT"
NA,0,33630,NA,"MORTGAGE"
0,1,3626,9.67,"MORTGAGE"
0,0,5755,8.64,"n/a"
NA,0,18291,NA,"RENT"
0,0,19169,20.13,"MORTGAGE"
3,0,20374,8.1,""
NA,0,71358,23.34,NA
NA,0,13917,28.66," "
NA,0,22499,NA,"MORTGAGE"
NA,0,10659,NA,"RENT"
1,0,16690,13.92,NA
1,0,3238,7.2,"RENT"
0,0,12179,NA,"n/a"
1,0,19951,10.39," "
0,0,6447,NA,"MORTGAGE"
NA,1,11292,NA,"OWN"
NA,0,NA,NA," "
NA,0,13166,12.73,"RENT"
0,1,7496,9.28,"MORTGAGE"
4,0,27207,30.42," "
NA,0,16640,10.73,"MORTGAGE"
3,1,7315,8.59,"n/a"
NA,0,NA,12.58,""
5,0,24868,15.88," "
2,NA,26680,NA,NA
1,0,11208,20.16,NA
NA,1,12821,18.99,"MORTGAGE"
0,0,11807,NA,""
0,NA,4725,9.67,"RENT"
NA,0,43510,19.91,"MORTGAGE"
1,0,13981,22.74,"RENT"
0,0,1578,20.43,"MORTGAGE"
2,NA,93804,19.38,"RENT"
0,0,22345,21.49,"MORTGAGE"
0,0,4760,NA,"RENT"
NA,0,3732,NA,""
1,0,2855,14.67,"RENT"
2,0,26953,29.28,"n/a"
NA,NA,8031,20.45," "
3,0,3298,18.8," "
0,1,4529,15.88,NA
1,0,NA,16.7,"n/a"
0,NA,9249,10.48,"n/a"
0,0,7422,24.18,"RENT"
0,NA,7385,22.23," "
NA,0,14058,NA,"RENT"
0,0,41237,NA,""
1,0,NA,27.35,"RENT"
0,0,28963,NA,"MORTGAGE"
NA,5,6363,9.97,"OWN"
2,1,7599,17.24," "
0,0,NA,27.44,"MORTGAGE"
0,0,20211,19.35,"OWN"
2,0,56250,19.24,"MORTGAGE"
NA,1,NA,18.39,"n/a"
NA,0,6692,11.98," "
0,0,87170,22.87,"RENT"
2,NA,NA,NA,"OWN"
0,0,34994,20.43,"MORTGAGE"
1,0,22972,NA,"RENT"
NA,0,16792,16.49,""
0,0,14327,17.86,"MORTGAGE"
2,0,15038,NA,"RENT"
0,0,18468,NA,"MORTGAGE"
0,0,19096,NA," "
0,0,49203,NA,"MORTGAGE"
1,0,12060,29.57,""
0,0,26148,14.77,"RENT"
1,0,NA,13.84,"MORTGAGE"
NA,0,98330,NA,"MORTGAGE"
0,0,NA,NA,"MORTGAGE"
0,0,NA,NA,"OWN"
NA,0,NA,4.86,"RENT"
NA,0,18854,21.09,"RENT"
1,2,3655,21.31,NA
3,NA,14324,34.6,"OWN"
1,0,18613,NA,NA
NA,0,5380,NA,"n/a"
0,0,48928,10.43,"MORTGAGE"
0,0,7304,21.79,"RENT"
1,0,NA,7.59,"MORTGAGE"
3,0,NA,25.42,"MORTGAGE"
0,0,16727,16.98,"n/a"
0,1,1600,NA,"MORTGAGE"
1,0,NA,22.73,"MORTGAGE"
1,0,19903,6.92,NA
0,0,9709,32.81,"OWN"
0,0,12150,12.04,"RENT"
NA,NA,19876,12.53,"RENT"
2,0,44407,NA,"n/a"
0,0,5529,26.4,"MORTGAGE"
0,0,5174,8.34,"n/a"
NA,1,NA,27.18,"MORTGAGE"
8,0,2921,NA,"RENT"
NA,0,5141,16.78,"MORTGAGE"
1,0,NA,NA,"RENT"
0,0,NA,NA,"MORTGAGE"
NA,0,NA,NA,NA
3,1,9286,16.3,"MORTGAGE"
1,0,NA,15.17,"n/a"
0,0,21491,26.38,"RENT"
0,0,NA,10.48,"RENT"
0,0,11118,NA,NA
0,0,NA,11.95,"MORTGAGE"
NA,0,17400,NA," "
0,0,15829,NA,"MORTGAGE"
0,0,4006,21.24,"RENT"
NA,1,6566,9.75,"MORTGAGE"
0,0,12530,NA,"MORTGAGE"
3,0,NA,19.17,"n/a"
0,0,23204,20.12," "
NA,0,8131,25.31,""
NA,0,10252,31.24,"n/a"
1,NA,4360,NA,NA
0,1,3450,13.5,"RENT"
1,NA,25900,NA,"MORTGAGE"
0,0,NA,24.27,""
2,0,NA,20.4," "
NA,0,22859,15.03,"n/a"
0,0,12118,15.58,"OWN"
1,0,24008,NA,"MORTGAGE"
3,0,10109,14.62,NA
NA,0,NA,21.77,"RENT"
0,0,20197,24.69,"RENT"
0,0,NA,NA,"RENT"
0,2,1241,7.07,"n/a"
1,NA,3614,11.94,"RENT"
0,0,21947,20.53," "
1,0,18105,18.04,"MORTGAGE"
2,1,NA,16.15,""
1,0,18516,14.4,"MORTGAGE"
1,0,16404,10.58,"MORTGAGE"
NA,1,27450,NA,"MORTGAGE"
1,0,7769,NA,"RENT"
1,0,11780,9.61,"n/a"
0,0,7185,NA,"RENT"
0,0,4260,NA," "
0,0,NA,19.93,""
2,1,14112,26.51,"RENT"
0,0,12684,26.75,NA
0,0,12692,12.82,""
0,0,14502,4.46,"RENT"
0,0,11830,23.49,NA
1,0,8190,30.33,"RENT"
